year,quarter,entity_type,entity_name,rank,type,count,amount,state
2024,4,district,Kozhikode,4,TOTAL,9313,13828980.0,Kerala
2024,4,district,Thrissur,5,TOTAL,7040,11532393.0,Kerala
2024,4,district,Kollam,6,TOTAL,6163,10147122.0,Kerala
2024,4,district,Alappuzha,7,TOTAL,5391,8466002.0,Kerala
2024,4,district,Kannur,8,TOTAL,5242,8310581.0,Kerala
2024,4,district,Palakkad,9,TOTAL,4985,7861199.0,Kerala
2024,4,district,Kottayam,10,TOTAL,4819,8243280.0,Kerala
2020,2,district,Kargil,1,TOTAL,11,1845.0,Ladakh
2020,2,district,Leh Ladakh,2,TOTAL,3,693.0,Ladakh
2020,3,district,Leh Ladakh,1,TOTAL,18,4376.0,Ladakh
2020,3,district,Kargil,2,TOTAL,15,5884.0,Ladakh
2020,4,district,Leh Ladakh,1,TOTAL,25,33631.0,Ladakh
2020,4,district,Kargil,2,TOTAL,2,575.0,Ladakh
2021,1,district,Leh Ladakh,1,TOTAL,22,29962.0,Ladakh
2021,1,district,Kargil,2,TOTAL,10,4568.0,Ladakh
2021,2,district,Leh Ladakh,1,TOTAL,34,54093.0,Ladakh
2021,2,district,Kargil,2,TOTAL,12,32158.0,Ladakh
2021,3,district,Leh Ladakh,1,TOTAL,176,150296.0,Ladakh
2021,3,district,Kargil,2,TOTAL,16,23756.0,Ladakh
2021,4,district,Leh Ladakh,1,TOTAL,58,157274.0,Ladakh
2021,4,district,Kargil,2,TOTAL,18,38692.0,Ladakh
2022,1,district,Leh Ladakh,1,TOTAL,50,137974.0,Ladakh
2022,1,district,Kargil,2,TOTAL,25,55961.0,Ladakh
2022,2,district,Leh Ladakh,1,TOTAL,76,202368.0,Ladakh
2022,2,district,Kargil,2,TOTAL,37,67078.0,Ladakh
2022,3,district,Leh Ladakh,1,TOTAL,109,290203.0,Ladakh
2022,3,district,Kargil,2,TOTAL,28,79539.0,Ladakh
2022,4,district,Leh Ladakh,1,TOTAL,125,319324.0,Ladakh
2022,4,district,Kargil,2,TOTAL,37,90767.0,Ladakh
2023,1,district,Leh Ladakh,1,TOTAL,112,363267.0,Ladakh
2023,1,district,Kargil,2,TOTAL,49,132469.0,Ladakh
2023,2,district,Leh Ladakh,1,TOTAL,169,511134.0,Ladakh
2023,2,district,Kargil,2,TOTAL,46,124697.0,Ladakh
2023,3,district,Leh Ladakh,1,TOTAL,185,542018.0,Ladakh
2023,3,district,Kargil,2,TOTAL,47,107009.0,Ladakh
2023,4,district,Leh Ladakh,1,TOTAL,204,604548.0,Ladakh
2023,4,district,Kargil,2,TOTAL,38,114419.0,Ladakh
2024,1,district,Leh Ladakh,1,TOTAL,226,479065.0,Ladakh
2024,1,district,Kargil,2,TOTAL,65,135370.0,Ladakh
2024,2,district,Leh Ladakh,1,TOTAL,316,660830.0,Ladakh
2024,2,district,Kargil,2,TOTAL,99,303519.0,Ladakh
2024,3,district,Leh Ladakh,1,TOTAL,355,744927.0,Ladakh
2024,3,district,Kargil,2,TOTAL,91,233710.0,Ladakh
2024,4,district,Leh Ladakh,1,TOTAL,335,739889.0,Ladakh
2024,4,district,Kargil,2,TOTAL,94,230445.0,Ladakh
2020,3,district,Lakshadweep,1,TOTAL,4,1199.0,Lakshadweep
2021,1,district,Lakshadweep,1,TOTAL,4,5225.0,Lakshadweep
2021,2,district,Lakshadweep,1,TOTAL,5,6962.0,Lakshadweep
2021,3,district,Lakshadweep,1,TOTAL,19,16034.0,Lakshadweep
2021,4,district,Lakshadweep,1,TOTAL,11,17096.0,Lakshadweep
2022,1,district,Lakshadweep,1,TOTAL,27,34664.0,Lakshadweep
2022,2,district,Lakshadweep,1,TOTAL,18,27463.0,Lakshadweep
2022,3,district,Lakshadweep,1,TOTAL,38,41504.0,Lakshadweep
2022,4,district,Lakshadweep,1,TOTAL,15,27135.0,Lakshadweep
2023,1,district,Lakshadweep,1,TOTAL,26,30199.0,Lakshadweep
2023,2,district,Lakshadweep,1,TOTAL,15,38384.0,Lakshadweep
2023,3,district,Lakshadweep,1,TOTAL,12,12407.0,Lakshadweep
2023,4,district,Lakshadweep,1,TOTAL,53,78346.0,Lakshadweep
2024,1,district,Lakshadweep,1,TOTAL,15,12935.0,Lakshadweep
2024,2,district,Lakshadweep,1,TOTAL,26,33630.0,Lakshadweep
2024,3,district,Lakshadweep,1,TOTAL,49,55312.0,Lakshadweep
2024,4,district,Lakshadweep,1,TOTAL,159,185542.0,Lakshadweep
2020,2,district,Indore,1,TOTAL,1839,307509.0,Madhya Pradesh
2020,2,district,Bhopal,2,TOTAL,1085,192080.0,Madhya Pradesh
2020,2,district,Jabalpur,3,TOTAL,326,60929.0,Madhya Pradesh
2020,2,district,Gwalior,4,TOTAL,243,46280.0,Madhya Pradesh
2020,2,district,Ujjain,5,TOTAL,178,35526.0,Madhya Pradesh
2020,2,district,Dewas,6,TOTAL,155,32391.0,Madhya Pradesh
2020,2,district,Dhar,7,TOTAL,131,28292.0,Madhya Pradesh
2020,2,district,Sagar,8,TOTAL,131,28964.0,Madhya Pradesh
2020,2,district,Khargone,9,TOTAL,124,26301.0,Madhya Pradesh
2020,2,district,Betul,10,TOTAL,115,22406.0,Madhya Pradesh
2020,3,district,Indore,1,TOTAL,2651,650508.0,Madhya Pradesh
2020,3,district,Bhopal,2,TOTAL,1645,396267.0,Madhya Pradesh
2020,3,district,Jabalpur,3,TOTAL,849,232913.0,Madhya Pradesh
2020,3,district,Gwalior,4,TOTAL,786,197464.0,Madhya Pradesh
2020,3,district,Dewas,5,TOTAL,519,173166.0,Madhya Pradesh
2020,3,district,Dhar,6,TOTAL,466,102051.0,Madhya Pradesh
2020,3,district,Ujjain,7,TOTAL,435,99084.0,Madhya Pradesh
2020,3,district,Sagar,8,TOTAL,362,93543.0,Madhya Pradesh
2020,3,district,Chhindwara,9,TOTAL,329,83081.0,Madhya Pradesh
2020,3,district,Rewa,10,TOTAL,319,78774.0,Madhya Pradesh
2020,4,district,Indore,1,TOTAL,1712,912031.0,Madhya Pradesh
2020,4,district,Bhopal,2,TOTAL,1097,587203.0,Madhya Pradesh
2020,4,district,Gwalior,3,TOTAL,477,314023.0,Madhya Pradesh
2020,4,district,Jabalpur,4,TOTAL,455,263094.0,Madhya Pradesh
2020,4,district,Ujjain,5,TOTAL,397,170342.0,Madhya Pradesh
2020,4,district,Dhar,6,TOTAL,359,123734.0,Madhya Pradesh
2020,4,district,Chhindwara,7,TOTAL,304,115853.0,Madhya Pradesh
2020,4,district,Satna,8,TOTAL,284,149067.0,Madhya Pradesh
2020,4,district,Dewas,9,TOTAL,282,115156.0,Madhya Pradesh
2020,4,district,Betul,10,TOTAL,267,96761.0,Madhya Pradesh
2021,1,district,Indore,1,TOTAL,2373,1044072.0,Madhya Pradesh
2021,1,district,Bhopal,2,TOTAL,1322,583286.0,Madhya Pradesh
2021,1,district,Gwalior,3,TOTAL,630,303050.0,Madhya Pradesh
2021,1,district,Jabalpur,4,TOTAL,601,303438.0,Madhya Pradesh
2021,1,district,Ujjain,5,TOTAL,580,180839.0,Madhya Pradesh
2021,1,district,Dhar,6,TOTAL,497,132946.0,Madhya Pradesh
2021,1,district,Dewas,7,TOTAL,451,132348.0,Madhya Pradesh
2021,1,district,Chhindwara,8,TOTAL,386,159947.0,Madhya Pradesh
2021,1,district,Satna,9,TOTAL,369,153320.0,Madhya Pradesh
2021,1,district,Ratlam,10,TOTAL,360,106113.0,Madhya Pradesh
2021,2,district,Indore,1,TOTAL,2409,1643068.0,Madhya Pradesh
2021,2,district,Bhopal,2,TOTAL,1609,1026663.0,Madhya Pradesh
2021,2,district,Gwalior,3,TOTAL,733,524171.0,Madhya Pradesh
2021,2,district,Jabalpur,4,TOTAL,581,371266.0,Madhya Pradesh
2021,2,district,Ujjain,5,TOTAL,479,275694.0,Madhya Pradesh
2021,2,district,Dewas,6,TOTAL,478,257393.0,Madhya Pradesh
2021,2,district,Dhar,7,TOTAL,445,242729.0,Madhya Pradesh
2021,2,district,Satna,8,TOTAL,421,352758.0,Madhya Pradesh
2021,2,district,Betul,9,TOTAL,405,265449.0,Madhya Pradesh
2021,2,district,Sagar,10,TOTAL,395,337878.0,Madhya Pradesh
2021,3,district,Indore,1,TOTAL,2349,1551659.0,Madhya Pradesh
2021,3,district,Bhopal,2,TOTAL,983,700198.0,Madhya Pradesh
2021,3,district,Gwalior,3,TOTAL,512,475936.0,Madhya Pradesh
2021,3,district,Dhar,4,TOTAL,438,254560.0,Madhya Pradesh
2021,3,district,Jabalpur,5,TOTAL,429,329648.0,Madhya Pradesh
2021,3,district,Ujjain,6,TOTAL,415,193371.0,Madhya Pradesh
2021,3,district,Chhindwara,7,TOTAL,389,301402.0,Madhya Pradesh
2021,3,district,Dewas,8,TOTAL,348,222915.0,Madhya Pradesh
2021,3,district,Ratlam,9,TOTAL,329,122806.0,Madhya Pradesh
2021,3,district,Rewa,10,TOTAL,287,228592.0,Madhya Pradesh
2021,4,district,Indore,1,TOTAL,3226,3536081.0,Madhya Pradesh
2021,4,district,Bhopal,2,TOTAL,1534,1918374.0,Madhya Pradesh
2021,4,district,Gwalior,3,TOTAL,879,1082459.0,Madhya Pradesh
2021,4,district,Jabalpur,4,TOTAL,672,791859.0,Madhya Pradesh
2021,4,district,Ujjain,5,TOTAL,524,561237.0,Madhya Pradesh
2021,4,district,Satna,6,TOTAL,392,499763.0,Madhya Pradesh
2021,4,district,Chhindwara,7,TOTAL,372,497400.0,Madhya Pradesh
2021,4,district,Sagar,8,TOTAL,357,376821.0,Madhya Pradesh
2021,4,district,Dewas,9,TOTAL,347,392812.0,Madhya Pradesh
2021,4,district,Singrauli,10,TOTAL,334,521508.0,Madhya Pradesh
2022,1,district,Indore,1,TOTAL,3338,4391052.0,Madhya Pradesh
2022,1,district,Bhopal,2,TOTAL,1432,2382094.0,Madhya Pradesh
2022,1,district,Gwalior,3,TOTAL,794,1131189.0,Madhya Pradesh
2022,1,district,Jabalpur,4,TOTAL,694,992911.0,Madhya Pradesh
2022,1,district,Ujjain,5,TOTAL,541,675707.0,Madhya Pradesh
2022,1,district,Satna,6,TOTAL,393,533125.0,Madhya Pradesh
2022,1,district,Dewas,7,TOTAL,334,486386.0,Madhya Pradesh
2022,1,district,Chhindwara,8,TOTAL,333,633829.0,Madhya Pradesh
2022,1,district,Singrauli,9,TOTAL,325,496325.0,Madhya Pradesh
2022,1,district,Rewa,10,TOTAL,311,438555.0,Madhya Pradesh
2022,2,district,Indore,1,TOTAL,3158,4107710.0,Madhya Pradesh
2022,2,district,Bhopal,2,TOTAL,1558,2101745.0,Madhya Pradesh
2022,2,district,Gwalior,3,TOTAL,888,1206830.0,Madhya Pradesh
2022,2,district,Jabalpur,4,TOTAL,676,1002513.0,Madhya Pradesh
2022,2,district,Ujjain,5,TOTAL,501,637321.0,Madhya Pradesh
2022,2,district,Dhar,6,TOTAL,430,467154.0,Madhya Pradesh
2022,2,district,Rewa,7,TOTAL,389,563082.0,Madhya Pradesh
2022,2,district,Satna,8,TOTAL,388,524950.0,Madhya Pradesh
2022,2,district,Dewas,9,TOTAL,352,461324.0,Madhya Pradesh
2022,2,district,Chhindwara,10,TOTAL,344,537424.0,Madhya Pradesh
2022,3,district,Indore,1,TOTAL,4843,5899749.0,Madhya Pradesh
2022,3,district,Bhopal,2,TOTAL,2666,3738867.0,Madhya Pradesh
2022,3,district,Gwalior,3,TOTAL,1415,1706159.0,Madhya Pradesh
2022,3,district,Jabalpur,4,TOTAL,1193,1547332.0,Madhya Pradesh
2022,3,district,Ujjain,5,TOTAL,715,922071.0,Madhya Pradesh
2022,3,district,Dhar,6,TOTAL,640,783991.0,Madhya Pradesh
2022,3,district,Rewa,7,TOTAL,596,753227.0,Madhya Pradesh
2022,3,district,Chhindwara,8,TOTAL,555,773408.0,Madhya Pradesh
2022,3,district,Singrauli,9,TOTAL,550,768082.0,Madhya Pradesh
2022,3,district,Dewas,10,TOTAL,549,773666.0,Madhya Pradesh
2022,4,district,Indore,1,TOTAL,6547,8985121.0,Madhya Pradesh
2022,4,district,Bhopal,2,TOTAL,3485,5566909.0,Madhya Pradesh
2022,4,district,Gwalior,3,TOTAL,1685,2252079.0,Madhya Pradesh
2022,4,district,Jabalpur,4,TOTAL,1665,2299836.0,Madhya Pradesh
2022,4,district,Ujjain,5,TOTAL,984,1329724.0,Madhya Pradesh
2022,4,district,Dhar,6,TOTAL,819,1072410.0,Madhya Pradesh
2022,4,district,Rewa,7,TOTAL,763,1104619.0,Madhya Pradesh
2022,4,district,Singrauli,8,TOTAL,697,1173189.0,Madhya Pradesh
2022,4,district,Dewas,9,TOTAL,688,1057408.0,Madhya Pradesh
2022,4,district,Chhindwara,10,TOTAL,668,1051247.0,Madhya Pradesh
2023,1,district,Indore,1,TOTAL,6662,9887936.0,Madhya Pradesh
2023,1,district,Bhopal,2,TOTAL,3165,5789402.0,Madhya Pradesh
2023,1,district,Gwalior,3,TOTAL,1736,2695086.0,Madhya Pradesh
2023,1,district,Jabalpur,4,TOTAL,1402,2452155.0,Madhya Pradesh
2023,1,district,Ujjain,5,TOTAL,794,1187404.0,Madhya Pradesh
2023,1,district,Rewa,6,TOTAL,717,1186749.0,Madhya Pradesh
2023,1,district,Satna,7,TOTAL,661,1098544.0,Madhya Pradesh
2023,1,district,Dewas,8,TOTAL,622,1005752.0,Madhya Pradesh
2023,1,district,Dhar,9,TOTAL,604,1027283.0,Madhya Pradesh
2023,1,district,Chhindwara,10,TOTAL,577,1241862.0,Madhya Pradesh
2023,2,district,Indore,1,TOTAL,6566,10108928.0,Madhya Pradesh
2023,2,district,Bhopal,2,TOTAL,2915,5555218.0,Madhya Pradesh
2023,2,district,Gwalior,3,TOTAL,1884,2604139.0,Madhya Pradesh
2023,2,district,Jabalpur,4,TOTAL,1365,2481121.0,Madhya Pradesh
2023,2,district,Ujjain,5,TOTAL,955,1561934.0,Madhya Pradesh
2023,2,district,Rewa,6,TOTAL,710,1245605.0,Madhya Pradesh
2023,2,district,Chhindwara,7,TOTAL,693,1304073.0,Madhya Pradesh
2023,2,district,Satna,8,TOTAL,684,1054444.0,Madhya Pradesh
2023,2,district,Dhar,9,TOTAL,663,914779.0,Madhya Pradesh
2023,2,district,Dewas,10,TOTAL,607,1018985.0,Madhya Pradesh
2023,3,district,Indore,1,TOTAL,6387,9795734.0,Madhya Pradesh
2023,3,district,Bhopal,2,TOTAL,3313,6161923.0,Madhya Pradesh
2023,3,district,Gwalior,3,TOTAL,2069,2813452.0,Madhya Pradesh
2023,3,district,Jabalpur,4,TOTAL,1596,2667756.0,Madhya Pradesh
2023,3,district,Ujjain,5,TOTAL,970,1468543.0,Madhya Pradesh
2023,3,district,Rewa,6,TOTAL,789,1121774.0,Madhya Pradesh
2023,3,district,Singrauli,7,TOTAL,786,1315955.0,Madhya Pradesh
2023,3,district,Dhar,8,TOTAL,737,1069689.0,Madhya Pradesh
2023,3,district,Sagar,9,TOTAL,727,1199223.0,Madhya Pradesh
2023,3,district,Satna,10,TOTAL,682,1048846.0,Madhya Pradesh
2023,4,district,Indore,1,TOTAL,8973,14811181.0,Madhya Pradesh
2023,4,district,Bhopal,2,TOTAL,4820,10356323.0,Madhya Pradesh
2023,4,district,Gwalior,3,TOTAL,2406,3696991.0,Madhya Pradesh
2023,4,district,Jabalpur,4,TOTAL,2097,3671676.0,Madhya Pradesh
2023,4,district,Ujjain,5,TOTAL,1426,2472234.0,Madhya Pradesh
2023,4,district,Rewa,6,TOTAL,1230,2047419.0,Madhya Pradesh
2023,4,district,Singrauli,7,TOTAL,1059,1987863.0,Madhya Pradesh
2023,4,district,Dhar,8,TOTAL,999,1572785.0,Madhya Pradesh
2023,4,district,Sagar,9,TOTAL,994,1748842.0,Madhya Pradesh
2023,4,district,Dewas,10,TOTAL,958,1883618.0,Madhya Pradesh
2024,1,district,Indore,1,TOTAL,9490,15586503.0,Madhya Pradesh
2024,1,district,Bhopal,2,TOTAL,5388,11329217.0,Madhya Pradesh
2024,1,district,Gwalior,3,TOTAL,3433,5623360.0,Madhya Pradesh
2024,1,district,Jabalpur,4,TOTAL,2549,4066952.0,Madhya Pradesh
2024,1,district,Rewa,5,TOTAL,1631,2471021.0,Madhya Pradesh
2024,1,district,Ujjain,6,TOTAL,1518,2343292.0,Madhya Pradesh
2024,1,district,Satna,7,TOTAL,1456,2062376.0,Madhya Pradesh
2024,1,district,Dhar,8,TOTAL,1389,1926999.0,Madhya Pradesh
2024,1,district,Chhindwara,9,TOTAL,1385,2251979.0,Madhya Pradesh
2024,1,district,Singrauli,10,TOTAL,1358,2129465.0,Madhya Pradesh
2024,2,district,Indore,1,TOTAL,8230,14342486.0,Madhya Pradesh
2024,2,district,Bhopal,2,TOTAL,4787,10605399.0,Madhya Pradesh
2024,2,district,Gwalior,3,TOTAL,2602,4170026.0,Madhya Pradesh
2024,2,district,Jabalpur,4,TOTAL,2012,3801138.0,Madhya Pradesh
2024,2,district,Ujjain,5,TOTAL,1241,2152248.0,Madhya Pradesh
2024,2,district,Rewa,6,TOTAL,1205,2184457.0,Madhya Pradesh
2024,2,district,Singrauli,7,TOTAL,1125,2037202.0,Madhya Pradesh
2024,2,district,Satna,8,TOTAL,1077,1715112.0,Madhya Pradesh
2024,2,district,Dhar,9,TOTAL,1074,1524207.0,Madhya Pradesh
2024,2,district,Sagar,10,TOTAL,997,1834823.0,Madhya Pradesh
2024,3,district,Indore,1,TOTAL,9351,16156973.0,Madhya Pradesh
2024,3,district,Bhopal,2,TOTAL,5361,10874148.0,Madhya Pradesh
2024,3,district,Gwalior,3,TOTAL,2819,4482119.0,Madhya Pradesh
2024,3,district,Jabalpur,4,TOTAL,2324,4387540.0,Madhya Pradesh
2024,3,district,Ujjain,5,TOTAL,1345,2229400.0,Madhya Pradesh
2024,3,district,Dhar,6,TOTAL,1125,1876194.0,Madhya Pradesh
2024,3,district,Singrauli,7,TOTAL,1013,1721022.0,Madhya Pradesh
2024,3,district,Sagar,8,TOTAL,994,1800213.0,Madhya Pradesh
2024,3,district,Rewa,9,TOTAL,994,1672916.0,Madhya Pradesh
2024,3,district,Dewas,10,TOTAL,947,1734088.0,Madhya Pradesh
2024,4,district,Indore,1,TOTAL,12551,20489191.0,Madhya Pradesh
2024,4,district,Bhopal,2,TOTAL,6824,13581645.0,Madhya Pradesh
2024,4,district,Gwalior,3,TOTAL,3295,5826629.0,Madhya Pradesh
2024,4,district,Jabalpur,4,TOTAL,2990,5021258.0,Madhya Pradesh
2024,4,district,Ujjain,5,TOTAL,1912,2998654.0,Madhya Pradesh
2024,4,district,Dhar,6,TOTAL,1715,2324249.0,Madhya Pradesh
2024,4,district,Dewas,7,TOTAL,1461,2413920.0,Madhya Pradesh
2024,4,district,Rewa,8,TOTAL,1410,2486511.0,Madhya Pradesh
2024,4,district,Singrauli,9,TOTAL,1388,2396658.0,Madhya Pradesh
2024,4,district,Sagar,10,TOTAL,1367,2395068.0,Madhya Pradesh
2020,2,district,Pune,1,TOTAL,8699,1482628.0,Maharashtra
2020,2,district,Thane,2,TOTAL,7559,1221018.0,Maharashtra
2020,2,district,Mumbai Suburban,3,TOTAL,5780,884439.0,Maharashtra
2020,2,district,Aurangabad,4,TOTAL,2844,496194.0,Maharashtra
2020,2,district,Nashik,5,TOTAL,2519,459865.0,Maharashtra
2020,2,district,Raigad,6,TOTAL,1695,296865.0,Maharashtra
2020,2,district,Palghar,7,TOTAL,1483,259634.0,Maharashtra
2020,2,district,Mumbai,8,TOTAL,1473,223485.0,Maharashtra
2020,2,district,Solapur,9,TOTAL,1152,212690.0,Maharashtra
2020,2,district,Nagpur,10,TOTAL,985,185202.0,Maharashtra
2020,3,district,Pune,1,TOTAL,18176,4567561.0,Maharashtra
2020,3,district,Thane,2,TOTAL,6951,1718946.0,Maharashtra
2020,3,district,Nashik,3,TOTAL,5564,1418697.0,Maharashtra
2020,3,district,Aurangabad,4,TOTAL,4125,982466.0,Maharashtra
2020,3,district,Mumbai Suburban,5,TOTAL,3674,902028.0,Maharashtra
2020,3,district,Ahmednagar,6,TOTAL,3194,926591.0,Maharashtra
2020,3,district,Solapur,7,TOTAL,3034,785356.0,Maharashtra
2020,3,district,Nagpur,8,TOTAL,2721,792995.0,Maharashtra
2020,3,district,Raigad,9,TOTAL,2368,617257.0,Maharashtra
2020,3,district,Kolhapur,10,TOTAL,2171,652181.0,Maharashtra
2020,4,district,Pune,1,TOTAL,8211,4862704.0,Maharashtra
2020,4,district,Thane,2,TOTAL,5939,4405413.0,Maharashtra
2020,4,district,Mumbai Suburban,3,TOTAL,4631,3301120.0,Maharashtra
2020,4,district,Nashik,4,TOTAL,2903,1492155.0,Maharashtra
2020,4,district,Nagpur,5,TOTAL,1994,1280886.0,Maharashtra
2020,4,district,Aurangabad,6,TOTAL,1877,739598.0,Maharashtra
2020,4,district,Ahmednagar,7,TOTAL,1824,875154.0,Maharashtra
2020,4,district,Mumbai,8,TOTAL,1677,1248451.0,Maharashtra
2020,4,district,Raigad,9,TOTAL,1547,1308133.0,Maharashtra
2020,4,district,Solapur,10,TOTAL,1313,596502.0,Maharashtra
2021,1,district,Pune,1,TOTAL,10913,6482027.0,Maharashtra
2021,1,district,Thane,2,TOTAL,6971,4869909.0,Maharashtra
2021,1,district,Mumbai Suburban,3,TOTAL,5505,3893302.0,Maharashtra
2021,1,district,Nashik,4,TOTAL,3381,1857949.0,Maharashtra
2021,1,district,Nagpur,5,TOTAL,3055,2060944.0,Maharashtra
2021,1,district,Aurangabad,6,TOTAL,2514,903043.0,Maharashtra
2021,1,district,Mumbai,7,TOTAL,2166,1596945.0,Maharashtra
2021,1,district,Ahmednagar,8,TOTAL,2121,833980.0,Maharashtra
2021,1,district,Raigad,9,TOTAL,1811,1375948.0,Maharashtra
2021,1,district,Solapur,10,TOTAL,1472,734242.0,Maharashtra
2021,2,district,Pune,1,TOTAL,14949,9422249.0,Maharashtra
2021,2,district,Thane,2,TOTAL,7446,5734857.0,Maharashtra
2021,2,district,Mumbai Suburban,3,TOTAL,5293,3659655.0,Maharashtra
2021,2,district,Nashik,4,TOTAL,4607,2827696.0,Maharashtra
2021,2,district,Nagpur,5,TOTAL,3864,2683877.0,Maharashtra
2021,2,district,Ahmednagar,6,TOTAL,3355,2145197.0,Maharashtra
2021,2,district,Aurangabad,7,TOTAL,3162,1752774.0,Maharashtra
2021,2,district,Solapur,8,TOTAL,2417,1483185.0,Maharashtra
2021,2,district,Raigad,9,TOTAL,2219,1802764.0,Maharashtra
2021,2,district,Palghar,10,TOTAL,2152,1598936.0,Maharashtra
2021,3,district,Pune,1,TOTAL,9943,8127896.0,Maharashtra
2021,3,district,Thane,2,TOTAL,7829,6194341.0,Maharashtra
2021,3,district,Mumbai Suburban,3,TOTAL,5520,4552921.0,Maharashtra
2021,3,district,Nashik,4,TOTAL,2807,2230871.0,Maharashtra
2021,3,district,Nagpur,5,TOTAL,2795,2376913.0,Maharashtra
2021,3,district,Aurangabad,6,TOTAL,2212,1245983.0,Maharashtra
2021,3,district,Mumbai,7,TOTAL,2116,1824585.0,Maharashtra
2021,3,district,Raigad,8,TOTAL,1768,1718085.0,Maharashtra
2021,3,district,Palghar,9,TOTAL,1709,1457172.0,Maharashtra
2021,3,district,Ahmednagar,10,TOTAL,1509,1140977.0,Maharashtra
2021,4,district,Pune,1,TOTAL,16039,18693479.0,Maharashtra
2021,4,district,Thane,2,TOTAL,13362,13856390.0,Maharashtra
2021,4,district,Mumbai Suburban,3,TOTAL,9319,9168680.0,Maharashtra
2021,4,district,Nagpur,4,TOTAL,4924,5775357.0,Maharashtra
2021,4,district,Nashik,5,TOTAL,3996,4883186.0,Maharashtra
2021,4,district,Mumbai,6,TOTAL,3563,3541155.0,Maharashtra
2021,4,district,Palghar,7,TOTAL,2927,3095452.0,Maharashtra
2021,4,district,Raigad,8,TOTAL,2900,3785506.0,Maharashtra
2021,4,district,Solapur,9,TOTAL,2839,3265540.0,Maharashtra
2021,4,district,Aurangabad,10,TOTAL,2580,2341427.0,Maharashtra
2022,1,district,Pune,1,TOTAL,17790,24312875.0,Maharashtra
2022,1,district,Thane,2,TOTAL,14272,16536659.0,Maharashtra
2022,1,district,Mumbai Suburban,3,TOTAL,10457,11756037.0,Maharashtra
2022,1,district,Nagpur,4,TOTAL,6568,8328077.0,Maharashtra
2022,1,district,Solapur,5,TOTAL,4282,5201915.0,Maharashtra
2022,1,district,Mumbai,6,TOTAL,4159,4477237.0,Maharashtra
2022,1,district,Nashik,7,TOTAL,3412,5438097.0,Maharashtra
2022,1,district,Raigad,8,TOTAL,3236,4805540.0,Maharashtra
2022,1,district,Palghar,9,TOTAL,3179,4035103.0,Maharashtra
2022,1,district,Aurangabad,10,TOTAL,1905,2477811.0,Maharashtra
2022,2,district,Pune,1,TOTAL,18712,24072589.0,Maharashtra
2022,2,district,Thane,2,TOTAL,12306,14514282.0,Maharashtra
2022,2,district,Mumbai Suburban,3,TOTAL,9944,10743651.0,Maharashtra
2022,2,district,Nagpur,4,TOTAL,5933,7435720.0,Maharashtra
2022,2,district,Mumbai,5,TOTAL,3914,4071523.0,Maharashtra
2022,2,district,Nashik,6,TOTAL,3745,5525097.0,Maharashtra
2022,2,district,Raigad,7,TOTAL,2914,4274798.0,Maharashtra
2022,2,district,Palghar,8,TOTAL,2860,3354545.0,Maharashtra
2022,2,district,Solapur,9,TOTAL,1996,2751216.0,Maharashtra
2022,2,district,Kolhapur,10,TOTAL,1714,2813708.0,Maharashtra
2022,3,district,Pune,1,TOTAL,19899,24823260.0,Maharashtra
2022,3,district,Thane,2,TOTAL,13402,15693837.0,Maharashtra
2022,3,district,Mumbai Suburban,3,TOTAL,11136,11840245.0,Maharashtra
2022,3,district,Nagpur,4,TOTAL,6993,8397314.0,Maharashtra
2022,3,district,Mumbai,5,TOTAL,4339,4534700.0,Maharashtra
2022,3,district,Nashik,6,TOTAL,4029,5861346.0,Maharashtra
2022,3,district,Palghar,7,TOTAL,3351,3849266.0,Maharashtra
2022,3,district,Raigad,8,TOTAL,3201,4376980.0,Maharashtra
2022,3,district,Solapur,9,TOTAL,2464,3354047.0,Maharashtra
2022,3,district,Aurangabad,10,TOTAL,2318,2587715.0,Maharashtra
2022,4,district,Pune,1,TOTAL,27018,38292195.0,Maharashtra
2022,4,district,Thane,2,TOTAL,20282,24614041.0,Maharashtra
2022,4,district,Mumbai Suburban,3,TOTAL,16192,18884324.0,Maharashtra
2022,4,district,Nagpur,4,TOTAL,8811,11940400.0,Maharashtra
2022,4,district,Mumbai,5,TOTAL,5857,6447594.0,Maharashtra
2022,4,district,Nashik,6,TOTAL,5371,8785824.0,Maharashtra
2022,4,district,Raigad,7,TOTAL,5108,7544340.0,Maharashtra
2022,4,district,Palghar,8,TOTAL,4574,5754546.0,Maharashtra
2022,4,district,Solapur,9,TOTAL,3838,5560713.0,Maharashtra
2022,4,district,Aurangabad,10,TOTAL,2830,4070884.0,Maharashtra
2023,1,district,Pune,1,TOTAL,24852,37388150.0,Maharashtra
2023,1,district,Thane,2,TOTAL,18419,23430698.0,Maharashtra
2023,1,district,Mumbai Suburban,3,TOTAL,14976,17928673.0,Maharashtra
2023,1,district,Nagpur,4,TOTAL,8255,11655922.0,Maharashtra
2023,1,district,Mumbai,5,TOTAL,5742,6476060.0,Maharashtra
2023,1,district,Raigad,6,TOTAL,4414,6867288.0,Maharashtra
2023,1,district,Nashik,7,TOTAL,4297,8048628.0,Maharashtra
2023,1,district,Solapur,8,TOTAL,4226,5931789.0,Maharashtra
2023,1,district,Palghar,9,TOTAL,3830,5308543.0,Maharashtra
2023,1,district,Aurangabad,10,TOTAL,2195,3540538.0,Maharashtra
2023,2,district,Pune,1,TOTAL,25943,39373541.0,Maharashtra
